ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-7299191,Source1,2,2019-12-04 05:54:00,2019-12-04 08:52:20,33.847768,-117.85568,33.847768,-117.85568,0.0,At Glassell St/Kraemer Blvd - Accident.,N Glassell St,Anaheim,Orange,CA,92806,US,US/Pacific,KFUL,2019-12-04 05:53:00,56.0,56.0,87.0,29.86,4.0,N,7.0,0.1,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3860160,Source1,2,2022-04-25 16:25:38,2022-04-25 18:36:57,25.885921,-80.164713,25.889393,-80.162942,0.264,Slow traffic on US-1 N - FL-922 - FL-5 from Sans Souci Blvd to NE 18th Ave due to accident., Biscayne Blvd,Miami,Miami-Dade,FL,33181,US,US/Eastern,KOPF,2022-04-25 16:53:00,81.0,81.0,54.0,30.07,10.0,E,12.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day
A-2961778,Source2,2,2018-03-22 04:34:13,2018-03-22 05:03:41,38.253117,-85.75032,,,0.0,Accident on Brook St Southbound at I-65.,E Jefferson St,Louisville,Jefferson,KY,40202,US,US/Eastern,KLOU,2018-03-22 04:53:00,24.1,,88.0,30.25,0.2,Calm,,,Light Freezing Fog,True,False,True,False,False,False,False,False,True,False,False,True,False,Night,Night,Night,Night
A-490479,Source2,3,2017-06-13 04:55:27,2017-06-13 05:22:16,47.595966,-122.320755,,,0.44999998807907104,Exit ramp from I-5 Southbound at Exits 164A 164B to I-90 Eastbound lane blocked due to accident.,S Dearborn St,Seattle,King,WA,98104,US,US/Pacific,KBFI,2017-06-13 04:53:00,53.1,,89.0,30.11,10.0,South,6.9,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1910752,Source2,2,2019-09-13 12:47:14,2019-09-13 14:03:16,34.817471000000005,-82.416138,,,0.0,Accident on Faris Rd at SC-20 Grove Rd.,Grove Rd,Greenville,Greenville,SC,29605,US,US/Eastern,KGYH,2019-09-13 12:47:00,90.0,90.0,55.0,29.19,10.0,E,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3491632,Source1,4,2016-08-20 22:21:35,2016-08-21 04:21:35,37.73146,-75.657891,37.73533,-75.64876,0.5660000000000001,Closed at US-13/VA-663/CM Lankford Jr Mem Hwy - Road closed due to accident., Baylys Neck Rd,Accomac,Accomack,VA,23301-1432,US,US/Eastern,KMFV,2016-08-20 22:15:00,72.0,,88.0,29.89,10.0,SE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-772691,Source2,2,2021-12-19 13:19:32,2021-12-19 13:47:52,37.56831,-77.480537,,,0.33000001311302185,Entry ramp to I-195 Northbound from N Hamilton St lane blocked due to accident.,I-195 S,Richmond,Richmond City,VA,23230,US,US/Eastern,KOFP,2021-12-19 12:54:00,40.0,40.0,86.0,29.92,9.0,CALM,0.0,0.06,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6186645,Source1,2,2021-05-03 15:40:00,2021-05-03 17:41:04,39.013279,-122.910427,39.014556,-122.91129199999999,0.1,Incident on CA-29 near I-SECT Drive with caution.,Vista Point Rd,Lakeport,Lake,CA,95453,US,US/Pacific,KUKI,2021-05-03 15:56:00,81.0,81.0,23.0,29.28,10.0,NW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2019020,Source2,2,2019-08-12 14:24:50,2019-08-12 15:58:15,33.387161,-117.174866,,,0.0,Accident on Old Highway 395 Southbound at I-15 Exit 51.,Escondido Fwy S,Fallbrook,San Diego,CA,92028,US,US/Pacific,KNFG,2019-08-12 13:55:00,75.0,75.0,60.0,29.87,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-657127,Source2,3,2022-04-07 05:50:20,2022-04-07 07:53:08,41.810814,-87.76320600000004,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Northbound at Exit 285 Central Ave.,Adlai E Stevenson Expy S,Berwyn,Cook,IL,60402,US,US/Central,KMDW,2022-04-07 05:53:00,43.0,35.0,62.0,28.87,10.0,WSW,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
A-539664,Source2,3,2022-08-11 13:56:28,2022-08-11 14:41:09,29.828648,-95.381058,,,0.0,Two lanes blocked and right hand shoulder blocked due to crash on North Fwy Southbound after Crosstimbers St.,I-45 N,Houston,Harris,TX,77022,US,US/Central,KMCJ,2022-08-11 13:53:00,93.0,93.0,45.0,29.93,10.0,NNE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7606716,Source1,3,2018-03-16 16:02:42,2018-03-16 22:02:42,34.217563,-118.47335,34.1984,-118.47417,1.325,At Sherman Way/Haskell Ave/Exit 66 - Accident.,I-405 N,Van Nuys,Los Angeles,CA,91406,US,US/Pacific,KVNY,2018-03-16 16:10:00,55.0,,69.0,29.95,4.0,SSW,9.2,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4835722,Source1,2,2022-12-20 15:03:05,2022-12-20 16:05:50,25.931995999999998,-80.327052,25.927388,-80.32538199999998,0.335,Stationary traffic on NW 78th Ave from NW 174th Ter to NW 75th Pl / NW 77th Ct due to accident., NW 78th Ave,Hialeah,Miami-Dade,FL,33015-3829,US,US/Eastern,KOPF,2022-12-20 15:00:00,76.0,76.0,67.0,30.09,10.0,ENE,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1544056,Source2,2,2020-04-02 13:24:52,2020-04-02 16:10:22,34.704891,-82.484741,,,0.0,Lane blocked due to accident on SC-86 at Old School House Rd.,Highway 86,Piedmont,Anderson,SC,29673-8905,US,US/Eastern,KGYH,2020-04-02 13:47:00,63.0,63.0,37.0,29.02,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3831621,Source1,2,2022-06-26 20:05:00,2022-06-26 20:35:30,30.027596999999997,-90.002987,30.019731,-90.013958,0.852,Stationary traffic on I-10 W from Crowder Blvd (I-10) to US-90 (New Orleans) (East) (I-10) due to accident.,I-10 W,New Orleans,Orleans,LA,70126,US,US/Central,KNEW,2022-06-26 20:10:00,83.0,83.0,72.0,30.01,10.0,N,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5000891,Source1,2,2022-03-12 08:15:30,2022-03-12 10:22:30,39.136839,-80.37433,39.210637,-80.305669,6.287000000000001,Stationary traffic on I-79 N from CR-7/Exit 105 (I-79) to WV-20/Exit 115 (I-79) due to accident.,I-79 N,Lost Creek,Harrison,WV,26385,US,US/Eastern,KCKB,2022-03-12 08:14:00,25.0,14.0,81.0,28.45,1.0,NW,13.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5165495,Source1,2,2023-01-22 23:05:55,2023-01-23 01:20:28,40.249918,-74.517637,40.252407,-74.515969,0.193,NJ Turnpike Auth.: Crash on New Jersey Turnpike Inner Roadway northbound South of Interchange 8 - NJ 33 (East Windsor Twp) 2 lanes and both shoulders of 3 lanes closed,New Jersey Tpke N,Hightstown,Mercer,NJ,08520,US,US/Eastern,KTTN,2023-01-22 23:10:00,36.0,30.0,97.0,29.49,2.0,NNE,8.0,0.04,Heavy Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6288354,Source1,2,2021-04-17 08:06:00,2021-04-17 21:02:38,33.41747,-111.85654099999999,33.413601,-111.856642,0.267,Stationary traffic from W University Dr (N Alma School Rd) to W Broadway Rd (S Alma School Rd) due to accident., N Alma School Rd,Mesa,Maricopa,AZ,85201-6233,US,US/Mountain,KFFZ,2021-04-17 07:51:00,61.0,61.0,22.0,28.66,10.0,SE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4023298,Source1,2,2022-06-17 20:59:00,2022-06-17 22:17:26,30.257597999999998,-81.602777,30.269268,-81.611946,0.9740000000000001,Incident on I-95 NB near BUTLER BLVD Three lanes blocked. Expect delays.,I-95 N,Jacksonville,Duval,FL,32216,US,US/Eastern,KCRG,2022-06-17 20:53:00,83.0,83.0,69.0,29.9,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-5405598,Source1,2,2022-04-02 18:56:30.000000000,2022-04-02 19:30:00.000000000,32.788506,-96.80299000000001,32.785092999999996,-96.8072,0.34,Slow traffic from Woodall Rodgers Fwy S to Broom St / Laws St due to accident.,N Saint Paul St,Dallas,Dallas,TX,75201,US,US/Central,KDAL,2022-04-02 18:53:00,75.0,75.0,40.0,29.46,10.0,ENE,7.0,0.0,Fair,False,False,True,False,True,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-7252660,Source1,2,2020-02-06 08:55:00,2020-02-06 09:29:02,33.856004999999996,-117.997855,33.856004999999996,-117.997855,0.0,At CA-39/Beach Blvd - Accident.,Beach Blvd,Buena Park,Orange,CA,90620,US,US/Pacific,KFUL,2020-02-06 08:53:00,54.0,54.0,47.0,30.07,10.0,ESE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5384982,Source1,2,2022-02-02 06:46:00.000000000,2022-02-02 09:13:00.000000000,40.413028999999995,-111.92296599999999,40.489632,-111.93991899999999,5.367000000000001,Stationary traffic on UT-68 from UT-73/W 8570 N (S Redwood Rd/UT-68) to W 14400 S (Camp Williams Rd/S Redwood Rd/UT-68) due to accident.,N Redwood Rd,Saratoga Springs,Utah,UT,84045,US,US/Mountain,KPVU,2022-02-02 06:47:00,19.0,8.0,86.0,25.46,0.75,ESE,10.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4741196,Source1,2,2022-08-04 08:51:00,2022-08-04 10:35:30,26.12805,-80.169542,26.115259,-80.169067,0.884,Incident on I-95 near W OAKLAND PARK BLVD Drive with caution.,I-95 S,Fort Lauderdale,Broward,FL,33311,US,US/Eastern,KFXE,2022-08-04 08:53:00,85.0,85.0,72.0,30.05,10.0,ESE,15.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5395732,Source1,4,2023-02-17 11:04:44,2023-02-17 14:47:00,42.474661,-83.180999,42.474575,-83.18423,0.165,WB I-696 at Coolidge,I-696 W,Huntington Woods,Oakland,MI,48070,US,US/Eastern,KVLL,2023-02-17 10:55:00,22.0,12.0,74.0,29.34,10.0,NW,9.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6695022,Source1,2,2020-10-21 13:35:30,2020-10-22 00:32:50,25.86696,-80.242387,25.868198,-80.243538,0.11199999999999999,Queuing traffic on FL-9 - FL-932 from NW 101st St to NW 28th Ave due to accident., NW 27th Ave,Miami,Miami-Dade,FL,33147-1758,US,US/Eastern,KOPF,2020-10-21 13:53:00,76.0,76.0,91.0,29.97,7.0,E,9.0,0.17,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3043230,Source2,2,2018-01-03 18:20:20,2018-01-03 19:03:53,33.825171999999995,-84.359627,,,0.0,Right lane blocked due to accident on GA-400 Southbound before Exits 1A 1B Sidney Marcus Blvd.,Sidney Marcus Blvd NE,Atlanta,Fulton,GA,30324,US,US/Eastern,KPDK,2018-01-03 14:53:00,36.0,30.3,25.0,30.12,,WNW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1481892,Source2,2,2020-06-19 12:47:34,2020-06-19 14:03:13,34.067265,-81.14218100000002,,,0.0,Accident on I-26 Westbound at SC-67 Piney Grove Rd.,Piney Grove Rd,Columbia,Lexington,SC,29210,US,US/Eastern,KCAE,2020-06-19 12:51:00,82.0,82.0,54.0,29.83,10.0,VAR,3.0,0.0,Thunder in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2546132,Source2,3,2018-10-26 13:18:08,2018-10-26 13:47:38,33.745335,-84.39035,,,0.3799999952316284,Exit ramp from I-75 Northbound to I-20 Westbound lane blocked due to accident.,GA-402 W,Atlanta,Fulton,GA,30312,US,US/Eastern,KATL,2018-10-26 12:52:00,50.0,,89.0,29.76,2.0,ENE,10.4,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5879186,Source1,2,2021-12-19 09:55:00,2021-12-19 11:10:32,26.496304,-81.94336899999998,26.498441999999997,-81.943404,0.14800000000000002,Incident on SAN CARLOS BLVD near LINDA LOMA DR Expect delays., San Carlos Blvd,Fort Myers,Lee,FL,33908-1224,US,US/Eastern,KFMY,2021-12-19 09:53:00,79.0,79.0,79.0,30.04,10.0,SSW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-764999,Source2,3,2021-12-25 16:25:13,2021-12-25 16:54:08,37.145691,-121.985085,,,0.0,#1 lane blocked due to accident on CA-17 Northbound at CA-35 Summit Rd.,Santa Cruz Hwy,Los Gatos,Santa Clara,CA,95033,US,US/Pacific,KSJC,2021-12-25 16:53:00,48.0,44.0,89.0,29.7,3.0,S,8.0,0.03,Heavy Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1959151,Source2,3,2019-07-10 12:59:31,2019-07-10 13:59:06,43.055798,-70.80545,,,0.0,Left lane blocked due to accident on I-95 Blue Star Memorial Hwy Southbound at Exits 3 3B NH-33 Greenland Rd.,I-95 N,Portsmouth,Rockingham,NH,03801,US,US/Eastern,KPSM,2019-07-10 12:56:00,86.0,86.0,39.0,29.88,10.0,SW,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5184337,Source1,2,2022-12-03 19:17:11.000000000,2022-12-04 02:17:10.000000000,30.338703000000002,-97.699658,30.338884000000004,-97.699541,0.013999999999999999,Accident,E Anderson Ln,Austin,Travis,TX,78752,US,US/Central,KATT,2022-12-03 18:51:00,57.0,57.0,59.0,29.65,10.0,NNE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-607641,Source2,3,2022-05-29 13:53:25,2022-05-29 15:08:07,40.629696,-74.01696,,,0.0,Two lanes blocked due to crash on I-278 Brooklyn Queens Expy Eastbound at Exit 20 7th Ave.,Brooklyn Queens Expy,Brooklyn,Kings,NY,11209,US,US/Eastern,KJRB,2022-05-29 13:51:00,75.0,75.0,44.0,29.97,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4063963,Source1,2,2022-01-13 07:25:30.000000000,2022-01-13 08:09:30.000000000,35.017573,-82.022242,35.021933000000004,-82.026401,0.382,Stationary traffic on US-176 W from SC-S-42-60/John Dodd Rd (US-176) to Old Furnace Rd (Asheville Hwy/US-176) due to accident., Asheville Hwy,Boiling Springs,Spartanburg,SC,29316-4616,US,US/Eastern,KSPA,2022-01-13 07:15:00,30.0,30.0,86.0,29.16,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6895196,Source1,2,2020-12-15 15:32:47,2020-12-15 16:54:11,40.664895,-73.996599,40.669755,-73.997189,0.337,Crash on I-278 eastbound just past Exit 24 - NY 27; Prospect Expressway Exit (New York) 1 Right lane of 3 lanes blocked,Brooklyn Queens Expy,Brooklyn,Kings,NY,11232,US,US/Eastern,KJRB,2020-12-15 15:51:00,37.0,30.0,39.0,30.2,10.0,WNW,9.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1449792,Source2,3,2020-05-27 11:36:01,2020-05-27 13:43:52,36.191475,-86.777557,,,0.0,Two lanes blocked due to accident on I-65 Southbound at Exits 86A 86B I-24 Exit 46B.,I-65 N,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2020-05-27 11:38:00,69.0,69.0,87.0,29.34,1.0,SSE,10.0,0.11,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1497991,Source2,2,2020-06-08 04:46:45,2020-06-08 05:16:25,28.21764000000001,-81.177582,,,0.0,Lane blocked due to accident on Breezy Pine Rd at US-192 Irlo Bronson Memorial Hwy.,E Irlo Bronson Memorial Hwy,Saint Cloud,Osceola,FL,34771,US,US/Eastern,KMCO,2020-06-08 04:53:00,77.0,77.0,94.0,29.82,10.0,SSE,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2806207,Source2,2,2018-05-06 18:47:48,2018-05-06 19:17:22,33.171642,-87.524811,,,0.0,Accident on US-82 McFarland Blvd Eastbound at I-59 I-20.,McFarland Blvd E,Tuscaloosa,Tuscaloosa,AL,35405,US,US/Central,KTCL,2018-05-06 18:53:00,80.1,,40.0,30.01,10.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-356962,Source2,2,2017-03-10 11:45:33,2017-03-10 12:30:15,27.813622,-82.728569,,,0.01,Accident on 46th Ave at FL-693 66th St.,46th Ave N,Saint Petersburg,Pinellas,FL,33709-4702,US,US/Eastern,KPIE,2017-03-10 11:53:00,75.9,,58.0,30.18,10.0,WNW,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-845061,Source2,3,2021-10-21 02:43:40,2021-10-21 04:12:58,34.055851000000004,-118.212547,,,0.0,#3 lane blocked due to accident on I-10 Westbound at Exit 19 US-101.,I-10 W,Los Angeles,Los Angeles,CA,90033,US,US/Pacific,KCQT,2021-10-21 02:52:00,56.0,56.0,80.0,29.89,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2091861,Source2,2,2019-05-09 09:08:52,2019-05-09 10:09:53,41.268631,-73.6063,,,0.0,Right hand shoulder blocked due to accident on NY-35 Westbound near NY-121.,Old Post Rd,Cross River,Westchester,NY,10518-1111,US,US/Eastern,KDXR,2019-05-09 08:53:00,50.0,50.0,43.0,29.86,10.0,E,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4456505,Source1,2,2022-05-11 11:23:00,2022-05-11 13:27:11,35.412383,-119.01280700000001,35.410851,-119.012542,0.107,Accident from China Grade Loop (Manor St) to E Roberts Ln (Manor St).,Manor St,Bakersfield,Kern,CA,93308,US,US/Pacific,KBFL,2022-05-11 10:54:00,58.0,58.0,41.0,29.7,9.0,NW,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4240148,Source1,2,2023-01-24 11:30:30.000000000,2023-01-24 11:55:00.000000000,25.886675,-80.16448199999998,25.889369,-80.163687,0.193,Stationary traffic on US-1 N - FL-5 from 10th Ave (US-1) to FL-922/123rd St/NE North Miami Blvd (US-1) due to accident., Biscayne Blvd,Miami,Miami-Dade,FL,33181,US,US/Eastern,KOPF,2023-01-24 11:53:00,78.0,78.0,60.0,30.18,10.0,E,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3389090,Source2,3,2017-08-20 02:24:44,2017-08-20 02:54:17,34.004471,-118.063873,,,0.0,Right hand shoulder blocked due to accident on I-605 Northbound at I-605 Exit 16 / Beverly Blvd.,Beverly Blvd,Whittier,Los Angeles,CA,90601,US,US/Pacific,KEMT,2017-08-20 07:45:00,68.0,,73.0,29.97,6.0,Calm,,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4861608,Source1,2,2023-01-28 19:30:36.000000000,2023-01-28 21:05:41.000000000,39.347339,-84.381839,39.348991,-84.379343,0.17600000000000002,Incident on I-75 NB near CINCY-DAYTON RD Right lane blocked. Expect delays.,I-75 N,West Chester,Butler,OH,45069,US,US/Eastern,KHAO,2023-01-28 19:53:00,53.0,53.0,34.0,29.49,10.0,SW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-946275,Source2,2,2021-08-04 21:06:55,2021-08-04 21:51:36,35.70499,-81.34092700000002,,,0.0,Accident on Center St Northbound at 19th Ave.,S Center St,Hickory,Catawba,NC,28602-5223,US,US/Eastern,KHKY,2021-08-04 20:53:00,74.0,74.0,66.0,28.82,10.0,ENE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-43347,Source2,2,2016-06-22 15:32:51,2016-06-22 16:32:51,34.070484,-117.400795,,,0.0,Accident on Linden Ave near Valley Blvd.,Valley Blvd,Bloomington,San Bernardino,CA,92316-1830,US,US/Pacific,KRAL,2016-06-22 15:53:00,91.9,,29.0,29.84,10.0,West,12.7,,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5490900,Source1,2,2021-09-26 04:40:00,2021-09-26 06:42:08,39.21847701053992,-76.72689557038913,39.20274701053992,-76.75714557038914,1.95,I-95 SOUTH AT EXIT 43B MD 100 MD 100 (SB),I-95,Elkridge,Howard,MD,21075,US,US/Eastern,KBWI,2021-09-26 04:54:00,59.0,59.0,81.0,29.8,10.0,W,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1471576,Source2,2,2020-05-15 17:52:13,2020-05-15 18:21:53,33.134224,-117.126663,,,0.0,Slow lane blocked due to accident on CA-78 Eastbound at Barham Dr.,CA-78 W,San Marcos,San Diego,CA,92069,US,US/Pacific,KCRQ,2020-05-15 17:53:00,67.0,67.0,73.0,29.52,10.0,W,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1911696,Source2,4,2019-09-13 08:18:36,2019-09-13 09:15:00,39.80085,-105.02494,,,0.0,Delays easing due to earlier accident on I-76 Westbound at Exit 3 US-287 Federal Blvd. All lanes have been re-opened.,I-76 W,Denver,Adams,CO,80221,US,US/Mountain,KBJC,2019-09-13 08:45:00,57.0,57.0,44.0,24.63,30.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6088119,Source1,2,2021-05-28 12:27:00,2021-05-28 13:54:38,43.13701271990234,-75.26631474459043,43.13824271990234,-75.27604474459045,0.498,Incident on RIVER RD near HOUSE 9250 Expect long delays., River Rd,Marcy,Oneida,NY,13403-2337,US,US/Eastern,KRME,2021-05-28 12:53:00,47.0,45.0,83.0,29.56,6.0,E,5.0,0.03,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2302417,Source2,2,2019-02-22 09:31:54,2019-02-22 10:16:14,32.458553,-86.197365,,,0.0,Lane blocked due to accident on US-231 both ways at CR-8 Redland Rd.,US Highway 231,Wetumpka,Elmore,AL,36093,US,US/Central,KMXF,2019-02-22 09:26:00,75.2,,78.0,30.14,10.0,SW,4.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6790193,Source1,2,2020-11-23 12:56:00,2020-11-24 04:56:58,34.003793,-118.277515,34.004739,-118.273982,0.213,Stationary traffic from I-110 N to W 43rd Pl due to accident., W Vernon Ave,Los Angeles,Los Angeles,CA,90037-2715,US,US/Pacific,KCQT,2020-11-23 12:52:00,63.0,63.0,63.0,29.67,5.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7463970,Source1,2,2019-01-16 15:20:59,2019-01-16 15:50:22,33.91426,-84.35101999999998,33.91021,-84.36327,0.7559999999999999,At US-19/GA-400/Exit 27 - Accident.,GA-407 W,Atlanta,Fulton,GA,30342,US,US/Eastern,KPDK,2019-01-16 14:53:00,52.0,,49.0,30.25,7.0,West,11.5,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3923450,Source1,2,2023-01-25 14:42:46.000000,2023-01-25 16:51:15.000000,40.64144254,-74.21117663,40.64284254,-74.21068663,0.1,NJ Turnpike Auth.: Crash on New Jersey Turnpike Exit ramp to I-278 Goethals Bridge from Interchange 13 (Elizabeth) All lanes open - vehicles on right shoulder,Allen St,Elizabeth,Union,NJ,07202,US,US/Eastern,KLDJ,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5387019,Source1,2,2022-09-05 14:39:29.000000000,2022-09-05 16:17:20.000000000,42.733616999999995,-73.698183,42.734365999999994,-73.698387,0.053,Incident on I-787 near I-787 Drive with caution.,I-787 N,Troy,Albany,NY,12183,US,US/Eastern,KALB,2022-09-05 14:51:00,64.0,64.0,90.0,29.81,5.0,CALM,0.0,0.07,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6242923,Source1,2,2021-07-10 09:57:01,2021-07-10 11:45:28,40.844573,-73.903002,40.834007,-73.86326899999997,2.202,Slow traffic on I-95 N from Jerome Ave/Exit 2A (I-95) to White Plains Rd/Exit 5 (I-95) due to accident.,Cross Bronx Expy E,Bronx,Bronx,NY,10457,US,US/Eastern,KLGA,2021-07-10 09:51:00,75.0,75.0,71.0,29.93,10.0,NE,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5581333,Source1,2,2021-11-24 22:17:30,2021-11-25 00:19:54,25.731345,-80.367727,25.73318900000001,-80.36776400000002,0.127,Slow traffic on FL-985 from SW 56th St/Miller Dr/Miller Rd (FL-985) to SW 24th St/Coral Way (FL-985) due to accident., SW 107th Ave,Miami,Miami-Dade,FL,33165-4815,US,US/Eastern,KMIA,2021-11-24 21:53:00,70.0,70.0,63.0,30.19,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3904840,Source1,2,2022-06-16 17:44:00.000000000,2022-06-16 19:54:23.000000000,40.312548,-124.28591399999999,40.313064000000004,-124.283177,0.149,Accident from Evergreen Way to Mattole Rd., Lighthouse Rd,Petrolia,Humboldt,CA,95558,US,US/Pacific,KFOT,2022-06-16 17:50:00,55.0,55.0,72.0,29.5,10.0,NNW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A-1003225,Source2,2,2021-06-15 06:53:36,2021-06-15 07:53:33,40.781052,-73.639191,,,0.0,Accident on Northern Pkwy Westbound at Roslyn Rd.,Northern State Pkwy W,Roslyn Heights,Nassau,NY,11577,US,US/Eastern,KLGA,2021-06-15 06:51:00,69.0,69.0,73.0,29.72,10.0,NW,7.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
